Geneid	A05-12-1	A05-12-2	A05-12-3	A05-16-2	A05-16-3	A05-16
Glyma.08G269432	0.000	0.000	0.045	0.000	0.000	0.000
Glyma.08G269600	64.948	65.032	66.678	5.742	5.085	5.923
Glyma.08G269700	3.273	3.472	3.245	7.130	5.672	7.737
Glyma.08G269800	0.000	0.000	0.000	0.029	0.041	0.000
Glyma.08G269900	0.156	0.381	0.172	0.149	0.352	0.102
Glyma.08G270000	0.020	0.050	0.089	0.000	0.000	0.000
Glyma.08G270300	2.629	2.315	2.224	1.168	0.961	1.159
Glyma.08G270400	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G270500	0.000	0.000	0.000	0.368	0.489	0.511
Glyma.08G270600	0.558	0.653	0.594	1.008	0.942	0.731
Glyma.08G270701	2.705	2.921	2.638	3.449	3.262	3.338
Glyma.08G270800	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G270900	2.151	2.522	2.584	4.161	3.904	4.597
Glyma.08G271000	3.609	3.543	3.948	0.041	0.015	0.063
Glyma.08G271100	1.313	1.404	1.387	0.017	0.062	0.000
Glyma.08G271300	0.058	0.042	0.071	0.074	0.042	0.045
Glyma.08G271402	2.798	3.335	3.103	34.706	28.210	35.802
Glyma.08G271500	0.266	0.232	0.268	0.776	0.548	0.498
Glyma.08G271600	3.997	4.160	2.877	0.000	0.021	0.000
Glyma.08G271700	16.692	16.977	17.166	8.426	6.513	8.542
Glyma.08G271800	0.000	0.081	0.000	0.000	0.000	0.000
Glyma.08G271900	51.532	51.219	49.027	19.590	21.204	21.749
Glyma.08G272000	2.009	2.038	2.099	3.864	4.016	3.736
Glyma.08G272100	0.824	0.890	0.822	1.617	1.445	1.499
Glyma.08G272200	1.043	0.951	0.699	2.491	2.118	2.059
Glyma.08G272500	5.724	6.813	6.443	9.397	16.193	12.038
Glyma.08G272600	15.611	16.543	17.429	2.123	2.090	2.201
Glyma.08G272800	5.040	5.069	5.197	6.665	7.214	7.408
Glyma.08G273000	1.125	1.410	1.331	2.076	1.774	1.881
Glyma.08G273100	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G273150	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G273200	1.297	1.308	1.497	2.612	1.921	2.711
Glyma.08G273300	4.326	3.774	4.124	4.301	4.329	4.118
Glyma.08G273400	2.843	2.432	3.348	4.476	5.466	5.458
Glyma.08G273500	4.028	4.233	4.238	1.528	1.405	1.494
Glyma.08G273600	0.028	0.067	0.097	0.035	0.050	0.036
Glyma.08G274200	0.756	1.050	0.606	0.044	0.108	0.113
Glyma.08G274300	3.538	4.322	3.772	4.749	5.025	5.175
Glyma.08G274400	203.674	202.417	203.525	188.316	174.255	179.229
Glyma.08G274600	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G274700	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G274800	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G274900	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G275000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G275250	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G275400	0.000	0.000	0.021	0.000	0.000	0.000
Glyma.08G275500	0.018	0.043	0.039	0.000	0.000	0.000
Glyma.08G275600	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G275750	0.000	0.000	0.019	0.000	0.000	0.000
Glyma.08G275900	0.726	0.655	0.610	0.375	0.405	0.430
Glyma.08G276001	0.000	0.000	0.244	0.000	0.000	0.724
Glyma.08G276100	0.000	0.073	0.000	0.025	0.000	0.000
Glyma.08G276202	0.211	1.544	2.228	1.880	1.898	0.552
Glyma.08G276300	0.270	0.429	0.274	0.034	0.061	0.053
Glyma.08G276350	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G276400	3.589	3.634	3.346	3.706	3.788	4.096
Glyma.08G276600	0.147	0.239	0.626	0.719	0.905	0.963
Glyma.08G276700	0.713	0.653	0.576	1.213	1.071	0.857
Glyma.08G276800	0.579	0.495	0.681	0.738	0.974	1.113
Glyma.08G276900	3.210	3.409	3.752	5.547	3.962	4.845
Glyma.08G277000	0.114	0.267	0.126	0.667	0.788	0.747
Glyma.08G277100	0.539	0.371	0.458	0.588	0.619	0.861
Glyma.08G277200	1.351	0.907	0.714	1.636	1.704	2.566
Glyma.08G277450	0.081	0.297	0.000	0.000	0.073	0.000
Glyma.08G277500	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G277550	0.355	0.124	0.403	0.259	0.274	0.465
Glyma.08G278000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G278101	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G278300	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G278600	3.044	2.605	3.426	7.808	6.464	8.788
Glyma.08G278700	0.076	0.108	0.111	0.000	0.000	0.000
Glyma.08G278900	0.762	0.621	0.647	0.468	0.407	0.592
Glyma.08G279000	0.067	0.066	0.059	0.000	0.000	0.018
Glyma.08G279101	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G279200	7.331	8.569	7.110	19.066	20.035	20.792
Glyma.08G279300	0.369	0.451	0.386	0.059	0.104	0.111
Glyma.08G279400	0.036	0.033	0.016	0.185	0.074	0.166
Glyma.08G279500	0.167	0.815	0.368	0.000	0.000	0.000
Glyma.08G279600	0.023	0.133	0.069	0.000	0.014	0.010
Glyma.08G279700	4.419	3.833	4.404	1.569	1.516	1.908
Glyma.08G279800	4.600	4.600	4.243	2.350	2.088	2.394
Glyma.08G280000	0.016	0.000	0.014	0.000	0.000	0.000
Glyma.08G279900	0.866	0.591	0.494	0.909	0.964	0.767
Glyma.08G280100	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G280300	0.116	0.061	0.059	0.000	0.000	0.000
Glyma.08G280600	0.656	0.840	0.937	2.332	1.662	2.007
Glyma.08G280700	1.749	1.319	1.635	0.539	0.455	0.569
Glyma.08G281000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G281100	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G281200	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G281400	5.117	5.403	5.103	11.419	10.435	10.595
Glyma.08G281450	0.164	0.000	0.000	0.000	0.148	0.000
Glyma.08G281500	0.276	0.247	0.252	0.293	0.373	0.591
Glyma.08G281600	2.871	4.125	3.522	1.974	2.232	1.622
Glyma.08G281700	1.481	1.314	1.131	0.403	0.276	0.362
Glyma.08G281800	0.878	1.086	0.898	0.719	0.684	0.824
Glyma.08G281900	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G282000	0.000	0.000	0.043	0.000	0.000	0.000
Glyma.08G282100	10.260	10.751	10.300	5.074	4.821	4.481
Glyma.08G282202	0.065	0.080	0.029	0.208	0.088	0.299
Glyma.08G282300	0.088	0.224	0.106	0.153	0.094	0.167
Glyma.08G282400	8.268	8.526	6.629	6.802	6.502	6.919
Glyma.08G282500	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G282600	14.283	14.660	13.686	5.435	6.602	5.704
Glyma.08G282700	2.606	2.508	2.089	1.108	0.925	0.621
Glyma.08G282800	6.245	5.444	5.439	8.312	8.902	9.190
Glyma.08G282900	0.818	0.827	0.721	1.403	1.144	1.293
Glyma.08G283100	3.552	3.240	3.400	4.253	3.774	4.222
Glyma.08G283200	0.000	0.067	0.145	0.000	0.000	0.000
Glyma.08G283250	0.000	0.000	0.000	0.040	0.028	0.041
Glyma.08G283300	0.013	0.000	0.000	0.000	0.000	0.000
Glyma.08G283400	8.641	8.533	8.034	10.809	8.161	10.469
Glyma.08G283500	4.284	4.693	4.826	4.054	3.739	4.438
Glyma.08G283600	1.023	0.711	0.776	0.562	0.602	0.689
Glyma.08G283700	21.561	20.653	19.014	43.810	40.248	44.325
Glyma.08G283900	0.018	0.007	0.011	0.000	0.000	0.000
Glyma.08G284000	0.491	0.414	0.308	1.434	1.368	1.431
Glyma.08G284100	0.996	1.108	1.121	1.937	2.249	2.339
Glyma.08G284201	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G284300	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G284450	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G284500	0.000	0.000	0.000	0.015	0.000	0.000
Glyma.08G284600	0.848	1.012	0.913	1.849	3.208	1.851
Glyma.08G284700	4.526	4.802	4.398	22.170	18.630	22.824
Glyma.08G284800	0.168	0.226	0.208	0.086	0.212	0.265
Glyma.08G284900	0.558	0.555	0.675	0.397	0.386	0.272
Glyma.08G285000	3.753	3.332	3.042	6.972	6.230	7.050
Glyma.08G285100	6.203	6.004	6.164	21.530	22.758	21.159
Glyma.08G285200	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G285251	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G285300	0.095	0.129	0.084	0.094	0.095	0.083
Glyma.08G285350	1.068	1.223	1.119	0.086	0.099	0.104
Glyma.08G285400	8.960	8.732	9.161	0.062	0.099	0.112
Glyma.08G285500	3.956	5.072	3.815	5.819	7.167	4.926
Glyma.08G285600	64.422	66.163	70.129	43.547	49.386	47.059
Glyma.08G285700	4.667	4.876	4.473	6.507	4.890	6.022
Glyma.08G285800	2.534	2.891	3.345	6.939	5.136	6.488
Glyma.08G285900	66.522	66.363	65.360	10.725	10.868	11.038
Glyma.08G286000	0.277	0.169	0.306	0.531	0.549	0.717
Glyma.08G286100	0.000	0.000	0.027	0.157	0.028	0.121
Glyma.08G286200	11.402	11.691	13.102	8.074	8.515	8.327
Glyma.08G286300	1.720	1.826	1.815	1.043	1.220	0.517
Glyma.08G286400	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G286500	0.000	0.014	0.030	0.073	0.052	0.181
Glyma.08G286600	0.000	0.000	0.000	0.036	0.000	0.012
Glyma.08G286700	1.397	1.538	1.543	2.509	1.738	1.804
Glyma.08G286800	31.344	30.843	30.594	19.198	16.833	18.801
Glyma.08G286900	0.126	0.132	0.169	0.000	0.000	0.000
Glyma.08G286950	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G287150	0.000	0.000	0.000	0.000	0.024	0.000
Glyma.08G287300	2.368	2.185	2.387	1.221	1.192	0.974
Glyma.08G287400	0.696	1.043	0.787	0.000	0.012	0.000
Glyma.08G287500	150.503	146.164	147.149	0.173	0.102	0.074
Glyma.08G287600	7.705	7.778	8.055	13.216	13.172	14.433
Glyma.08G287700	3.011	3.908	3.539	10.081	5.372	9.370
Glyma.08G287800	2.162	1.683	1.583	3.380	2.656	3.404
Glyma.08G287866	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G287932	0.000	0.000	0.254	0.092	0.065	0.094
Glyma.08G288000	2.455	2.570	2.337	2.325	1.922	1.966
Glyma.08G288100	8.247	8.929	9.349	4.143	2.942	3.704
Glyma.08G288200	0.000	0.079	0.000	0.246	0.145	0.337
Glyma.08G288300	2.361	2.347	2.217	5.219	7.185	5.471
Glyma.08G288400	15.845	15.598	14.938	23.068	22.292	23.468
Glyma.08G288500	0.407	0.199	0.223	0.979	0.766	0.923
Glyma.08G288600	1.093	1.251	1.221	2.382	2.088	2.658
Glyma.08G288700	5.998	5.207	5.822	10.314	9.400	9.956
Glyma.08G288800	1.197	1.251	1.142	0.110	0.078	0.259
Glyma.08G288900	0.994	1.043	1.355	0.951	0.728	0.793
Glyma.08G289100	1.683	1.923	2.105	2.235	1.566	2.449
Glyma.08G289200	0.237	0.141	0.209	0.398	0.586	0.479
Glyma.08G289300	0.956	1.752	0.843	0.000	0.000	0.000
Glyma.08G289400	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G289500	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G289600	1.156	0.706	0.665	1.442	1.563	1.745
Glyma.08G289700	0.131	0.096	0.207	0.667	0.330	0.411
Glyma.08G289802	0.101	0.088	0.159	0.505	0.376	0.462
Glyma.08G289900	0.018	0.045	0.000	0.000	0.000	0.000
Glyma.08G290000	4.731	4.713	4.732	7.145	7.832	8.000
Glyma.08G290100	0.789	0.964	1.021	4.302	4.176	4.505
Glyma.08G290200	0.283	0.332	0.239	0.060	0.043	0.093
Glyma.08G290300	0.467	0.329	0.301	0.367	0.454	0.259
Glyma.08G290400	4.554	5.282	5.891	6.936	9.420	6.696
Glyma.08G290500	0.000	0.000	0.124	0.716	0.380	0.736
Glyma.08G290600	0.638	0.406	0.539	0.034	0.000	0.000
Glyma.08G290700	14.332	13.885	13.931	12.254	13.065	10.205
Glyma.08G290800	0.450	0.488	0.220	0.510	0.631	0.655
Glyma.08G290900	1.230	1.149	1.531	1.181	1.187	1.213
Glyma.08G291000	22.173	23.364	24.045	26.357	22.228	27.183
Glyma.08G291400	0.000	0.037	0.000	0.117	0.083	0.040
Glyma.08G291500	22.693	24.415	24.547	32.442	34.164	32.387
Glyma.08G291600	1.857	2.390	2.197	1.697	1.844	1.965
Glyma.08G291650	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G291700	0.000	0.000	0.000	0.000	0.031	0.000
Glyma.08G291750	0.000	0.096	0.000	0.000	0.141	0.103
Glyma.08G291800	0.489	0.512	0.507	1.323	1.299	1.409
Glyma.08G291900	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G292000	7.397	6.853	6.327	4.620	4.647	5.165
Glyma.08G292100	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G292200	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G292300	6.822	7.327	7.126	4.898	6.313	5.415
Glyma.08G292400	11.407	12.321	10.381	9.092	7.782	7.576
Glyma.08G292600	2.891	2.471	2.562	2.996	3.187	3.725
Glyma.08G292700	7.997	8.510	8.293	6.067	4.776	6.267
Glyma.08G292750	0.177	0.000	0.312	0.226	0.000	0.000
Glyma.08G292800	18.513	18.806	19.918	10.507	10.068	9.209
Glyma.08G292900	4.239	4.788	3.915	6.208	6.182	6.775
Glyma.08G293000	0.181	0.154	0.083	0.633	0.668	0.888
Glyma.08G293050	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G293100	3.681	4.177	4.053	21.942	15.412	23.718
Glyma.08G293200	1.277	1.593	1.653	9.721	11.782	9.400
Glyma.08G293300	10.775	10.460	12.580	18.463	22.713	17.956
Glyma.08G293333	0.000	0.029	0.000	0.061	0.000	0.000
Glyma.08G293366	0.038	0.000	0.000	2.736	1.696	1.529
Glyma.08G293400	5.592	5.705	6.102	5.613	6.527	6.085
Glyma.08G293600	2.057	2.296	2.116	6.849	5.485	6.657
Glyma.08G293800	2.646	1.901	2.904	0.165	0.023	0.068
Glyma.08G293900	5.778	5.643	4.899	8.247	7.595	9.110
Glyma.08G294000	2.641	2.837	3.137	1.887	2.515	2.086
Glyma.08G294100	1.226	1.409	1.081	4.920	4.571	5.291
Glyma.08G294200	0.537	0.798	0.792	0.327	0.242	0.260
Glyma.08G294300	0.985	1.113	1.410	0.459	0.640	0.749
Glyma.08G294400	0.586	0.411	0.403	0.857	0.575	0.779
Glyma.08G294500	0.012	0.000	0.000	0.000	0.000	0.000
Glyma.08G294700	2.434	2.620	2.562	2.209	1.667	2.192
Glyma.08G294800	5.572	4.319	4.571	6.326	6.982	6.024
Glyma.08G294900	0.352	0.229	0.258	1.301	1.744	1.475
Glyma.08G295000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G295300	0.056	0.068	0.049	0.000	0.000	0.000
Glyma.08G295400	0.272	0.100	0.311	0.000	0.049	0.000
Glyma.08G295500	27.057	26.562	27.365	15.340	12.533	15.321
Glyma.08G295600	3.538	3.962	4.029	3.196	2.844	3.824
Glyma.08G295700	4.564	3.998	3.931	11.305	10.344	11.760
Glyma.08G295800	0.886	0.892	1.042	4.765	4.824	5.738
Glyma.08G295900	0.195	0.181	0.090	0.847	0.880	0.635
Glyma.08G296000	1.927	2.153	2.010	2.308	2.309	2.340
Glyma.08G296100	0.142	0.134	0.058	0.000	0.020	0.000
Glyma.08G296300	2.940	3.494	2.870	3.538	2.915	3.927
Glyma.08G296400	4.219	3.829	3.657	4.979	5.189	4.993
Glyma.08G296500	3.870	3.829	4.573	5.272	4.689	5.834
Glyma.08G296600	0.276	0.337	0.442	0.256	0.181	0.296
Glyma.08G296700	12.056	11.785	13.075	10.344	13.036	10.214
Glyma.08G296800	14.883	15.086	13.315	24.525	21.501	23.889
Glyma.08G296900	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G297000	5.345	5.815	5.214	1.381	0.989	1.344
Glyma.08G297100	10.276	9.264	10.466	18.702	18.083	19.279
Glyma.08G297200	12.751	13.602	13.789	13.709	13.904	13.579
Glyma.08G297300	11.683	11.268	13.770	15.202	13.412	14.163
Glyma.08G297400	14.557	14.911	14.547	13.471	12.757	14.081
Glyma.08G297500	8.612	9.057	8.015	5.648	4.637	5.528
Glyma.08G297700	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G297750	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G297800	0.023	0.000	0.010	0.015	0.000	0.046
Glyma.08G297900	2.425	2.478	2.650	15.194	12.489	16.111
Glyma.08G298000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G298100	2.058	2.564	2.258	1.499	0.757	1.210
Glyma.08G298200	1.370	1.449	1.110	0.399	0.315	0.373
Glyma.08G298400	5.736	5.953	5.540	7.807	6.709	8.624
Glyma.08G298500	1.978	2.355	2.166	3.694	3.295	3.533
Glyma.08G298700	3.711	4.176	4.520	0.746	0.385	0.678
Glyma.08G298900	6.529	6.641	6.633	11.112	10.483	10.141
Glyma.08G299000	21.072	21.969	19.992	17.540	16.965	17.268
Glyma.08G299051	0.067	0.098	0.118	0.170	0.084	0.122
Glyma.08G299100	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G299202	0.052	0.126	0.102	0.132	0.116	0.101
Glyma.08G299300	0.278	0.297	0.184	0.221	0.000	0.091
Glyma.08G299400	0.094	0.106	0.141	0.009	0.013	0.010
Glyma.08G299450	0.151	0.092	0.000	0.000	0.000	0.000
Glyma.08G299500	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G299600	0.282	0.344	0.434	5.364	3.616	5.464
Glyma.08G299700	0.021	0.000	0.000	0.000	0.019	0.082
Glyma.08G299900	6.398	6.404	6.336	17.101	15.742	17.404
Glyma.08G300000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G300100	2.783	2.835	2.446	3.260	2.698	3.558
Glyma.08G300150	0.270	0.254	0.128	0.424	0.450	0.790
Glyma.08G300200	0.372	0.455	0.164	0.950	1.762	0.976
Glyma.08G300400	5.368	4.730	4.861	1.676	1.324	1.574
Glyma.08G300300	0.137	0.209	0.181	0.131	0.247	0.045
Glyma.08G300451	6.523	6.817	7.066	7.072	5.815	7.335
Glyma.08G300500	0.144	0.176	0.127	0.046	0.054	0.032
Glyma.08G300600	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G300700	19.375	19.244	19.514	17.441	15.845	17.376
Glyma.08G300800	5.787	5.647	6.127	6.748	5.351	6.812
Glyma.08G300900	0.094	0.092	0.183	0.048	0.034	0.099
Glyma.08G301000	0.014	0.106	0.051	0.018	0.039	0.057
Glyma.08G301100	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G301200	0.709	0.625	0.684	2.647	2.611	2.719
Glyma.08G301300	11.911	13.783	14.060	11.414	10.861	13.369
Glyma.08G301500	0.000	0.000	0.000	0.038	0.000	0.039
Glyma.08G301600	0.000	0.000	0.000	0.114	0.187	0.117
Glyma.08G301700	0.934	0.949	0.985	1.336	1.165	1.396
Glyma.08G301802	0.008	0.000	0.007	0.032	0.015	0.022
Glyma.08G301902	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G302000	1.819	1.740	1.694	1.763	1.842	1.716
Glyma.08G302200	8.001	6.782	6.012	7.917	6.068	6.873
Glyma.08G302300	0.179	0.252	0.142	0.549	0.849	0.634
Glyma.08G302400	6.099	5.956	5.935	7.575	8.857	7.337
Glyma.08G302500	5.548	5.831	5.013	4.394	3.916	3.770
Glyma.08G302600	170.092	175.065	177.932	198.553	178.786	193.472
Glyma.08G302700	0.983	1.201	0.674	3.203	1.870	2.575
Glyma.08G302767	1.933	3.363	1.911	5.977	3.326	4.682
Glyma.08G302833	1.402	1.537	1.164	1.559	1.612	1.966
Glyma.08G302900	0.679	0.884	0.697	0.048	0.027	0.039
Glyma.08G303000	1.072	1.203	1.196	1.786	1.499	1.519
Glyma.08G303100	49.999	49.421	51.937	71.021	114.670	65.806
Glyma.08G303200	7.374	7.883	8.092	0.691	0.755	0.495
Glyma.08G303300	0.801	0.612	0.794	2.980	2.948	2.886
Glyma.08G303400	0.702	0.597	1.211	2.415	2.725	2.561
Glyma.08G303500	0.021	0.038	0.000	0.000	0.000	0.000
Glyma.08G303700	0.536	0.514	0.511	1.603	1.225	1.763
Glyma.08G303800	41.139	40.599	41.918	21.636	21.237	21.482
Glyma.08G303900	9.956	9.890	10.128	7.672	7.020	8.091
Glyma.08G304000	33.896	30.454	33.424	29.095	23.155	29.636
Glyma.08G304100	10.658	12.671	10.381	17.216	16.730	16.942
Glyma.08G304200	112.485	113.520	118.877	34.466	36.296	32.991
Glyma.08G304300	7.914	7.518	7.314	8.267	7.183	8.101
Glyma.08G304400	0.543	0.365	0.371	0.507	0.317	0.441
Glyma.08G304551	2.337	1.563	1.913	3.406	2.457	2.114
Glyma.08G304700	3.215	3.700	3.943	2.823	2.856	2.564
Glyma.08G304800	0.036	0.089	0.064	0.000	0.000	0.000
Glyma.08G304900	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G305000	0.012	0.000	0.044	0.079	0.056	0.000
Glyma.08G305100	1.278	1.088	1.348	2.567	2.652	2.866
Glyma.08G305200	0.337	0.168	0.231	0.636	0.427	0.850
Glyma.08G305300	0.192	0.204	0.396	0.392	0.196	0.218
Glyma.08G305400	0.685	0.788	0.625	0.254	0.180	0.344
Glyma.08G305450	2.271	2.306	2.580	5.129	3.896	4.552
Glyma.08G305500	3.549	3.302	4.166	8.138	6.083	8.240
Glyma.08G305600	0.207	0.147	0.135	0.000	0.000	0.014
Glyma.08G305701	0.000	0.000	0.000	0.000	0.194	0.000
Glyma.08G305800	0.402	0.327	0.354	0.513	0.242	0.351
Glyma.08G305900	0.883	1.030	0.938	1.306	0.760	1.315
Glyma.08G306000	0.613	0.532	0.555	0.504	0.377	0.540
Glyma.08G306100	0.361	0.339	0.245	0.283	0.290	0.386
Glyma.08G306050	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G306200	16.720	17.579	17.145	4.529	4.877	4.500
Glyma.08G306300	0.000	0.000	0.000	0.045	0.006	0.000
Glyma.08G306500	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G306600	0.185	0.282	0.217	0.529	0.236	0.403
Glyma.08G306701	0.304	0.438	0.336	0.000	0.000	0.000
Glyma.08G306800	8.442	7.685	8.449	22.115	21.465	21.939
Glyma.08G306900	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G307000	0.014	0.000	0.000	0.017	0.000	0.000
Glyma.08G307100	0.539	0.400	0.475	0.982	1.492	1.538
Glyma.08G307200	1.132	1.106	1.325	0.263	0.297	0.566
Glyma.08G307300	0.000	0.000	0.021	0.091	0.043	0.073
Glyma.08G307400	0.000	0.000	0.016	0.103	0.137	0.129
Glyma.08G307500	0.000	0.000	0.000	0.000	0.049	0.000
Glyma.08G307600	0.392	0.429	0.389	3.137	2.652	2.394
Glyma.08G307702	0.173	0.106	0.286	0.221	0.410	0.397
Glyma.08G307800	2.524	2.490	2.011	5.015	4.200	4.706
Glyma.08G307900	2.267	2.251	1.998	2.013	1.757	1.883
Glyma.08G308000	0.107	0.173	0.047	0.045	0.032	0.000
Glyma.08G308100	0.035	0.028	0.051	0.000	0.010	0.015
Glyma.08G308200	0.437	0.428	0.354	2.289	1.813	2.444
Glyma.08G308300	0.087	0.149	0.215	0.022	0.063	0.046
Glyma.08G308400	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G308500	0.029	0.000	0.000	0.147	0.208	0.075
Glyma.08G308600	0.911	0.766	0.721	1.430	1.427	1.591
Glyma.08G308700	1.926	2.110	1.697	1.143	1.030	1.391
Glyma.08G308800	1.918	2.313	1.973	4.705	4.212	5.123
Glyma.08G308900	1.906	2.071	2.013	3.070	3.104	2.774
Glyma.08G309000	2.122	2.052	1.637	5.902	6.190	6.166
Glyma.08G309100	0.044	0.036	0.026	0.000	0.039	0.000
Glyma.08G309200	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G309300	5.219	5.699	5.787	5.833	4.986	5.968
Glyma.08G309400	3.778	3.762	3.417	7.982	7.070	7.544
Glyma.08G309500	19.031	20.378	20.328	11.037	11.521	11.398
Glyma.08G309551	0.680	0.831	0.150	0.000	0.767	0.223
Glyma.08G309700	0.663	0.723	0.396	0.000	0.021	0.000
Glyma.08G309766	0.086	0.000	0.038	0.027	0.039	0.056
Glyma.08G309832	0.101	0.093	0.022	0.065	0.046	0.033
Glyma.08G309900	5.456	5.169	5.389	3.889	3.184	4.014
Glyma.08G310000	0.751	0.510	0.736	1.384	0.978	0.875
Glyma.08G310100	0.022	0.000	0.000	0.000	0.000	0.000
Glyma.08G310300	1.646	1.734	1.735	2.003	2.220	2.128
Glyma.08G310400	4.236	4.238	4.809	5.188	5.068	4.389
Glyma.08G310600	2.425	2.190	2.603	0.000	0.000	0.000
Glyma.08G310701	0.000	0.000	0.000	0.000	0.031	0.000
Glyma.08G310800	0.133	0.081	0.043	0.131	0.131	0.182
Glyma.08G310900	0.136	0.066	0.132	0.225	0.196	0.107
Glyma.08G311000	3.544	3.530	3.494	4.242	3.682	4.379
Glyma.08G311101	0.421	0.000	0.000	0.269	0.190	0.276
Glyma.08G311200	17.938	16.508	16.667	8.038	7.153	7.694
Glyma.08G311300	13.517	13.530	13.362	16.880	13.876	16.974
Glyma.08G311400	5.936	5.884	5.820	5.485	5.804	5.817
Glyma.08G311500	7.546	8.095	7.785	1.784	2.165	1.925
Glyma.08G311600	3.132	3.973	3.361	1.794	1.923	1.804
Glyma.08G311700	1.168	1.186	1.291	1.259	1.231	1.272
Glyma.08G311800	1.943	0.812	0.631	1.304	1.152	0.871
Glyma.08G311900	2.136	2.273	1.940	0.578	0.496	0.594
Glyma.08G312000	7.618	7.969	7.392	1.511	1.643	1.723
Glyma.08G312100	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G312200	0.602	0.809	0.530	0.153	0.163	0.158
Glyma.08G312300	18.513	19.003	19.255	9.643	10.432	9.679
Glyma.08G312400	8.980	9.853	9.528	10.990	9.996	10.550
Glyma.08G312500	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G312700	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G312800	32.681	33.469	33.583	22.577	26.345	20.481
Glyma.08G312900	0.088	0.000	0.116	0.000	0.000	0.000
Glyma.08G313000	2.464	2.494	2.256	5.025	4.251	5.313
Glyma.08G313100	2.406	2.306	2.292	2.915	2.802	2.764
Glyma.08G313200	3.866	3.479	3.551	2.258	2.381	2.204
Glyma.08G313300	1.087	1.209	1.043	6.590	4.919	6.612
Glyma.08G313400	0.585	0.674	0.535	1.729	1.503	1.927
Glyma.08G313466	1.130	0.824	0.817	0.817	0.623	0.751
Glyma.08G313532	0.000	0.000	0.664	0.000	0.000	0.000
Glyma.08G313600	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G313900	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.08G314100	0.563	0.504	0.479	0.000	0.009	0.000
Glyma.08G314201	0.000	0.000	0.000	0.249	0.059	0.000
